patent_abstract,patent_date,patent_kind,patent_number,patent_title,patent_year
"A process for fabricating character bands 22 for computer printers and the product generated thereby. The process comprises the steps of electrodepositing a binary or ternary nickel alloy onto a cylindrical cathodic mandrel 20, preferably machining away excess backing material 36 so as to leave a smooth surface 38, and separating character band 22 from mandrel 20.",1982-02-02,A,4313801,Process for fabricating computer printer character bands by electrodeposition,1982
"Disclosed is an improved, simple, economical process for generating documents, such as personal checks, suitable for magnetic image character recognition, which process comprises generating such documents with conventional xerographic methods in a high speed electronic laser printing device, and wherein there is selected as the developer composition a magnetic toner containing from about 20 percent by weight to about 70 percent by weight of magnetite particles, and from about 30 percent by weight to about 80 percent by weight of toner resin particles of styrene copolymers, such as a styrene butadiene copolymer, a styrene n-butylmethacrylate copolymer, or polyesters, and wherein the carrier particles are comprised of ferrite cores, coated with various polymeric resinous compositions. There can also be included in the developer composition various additives such as collodial silica particles, and charge enhancing additives, and further conductive carbon black or insulating carbon black particles can be incorporated into the carrier polymeric resinous coating.",1985-05-14,A,4517268,Process for magnetic image character recognition,1985
"Disclosed is an improved, simple, economical process for generating documents, such as personal checks, suitable for magnetic image character recognition, which process comprises generating such documents with conventional xerographic methods in a high speed electronic laser printing device, and wherein there is selected as the developer composition a magnetic toner containing from about 20 percent by weight to about 70 percent by weight of magnetite particles, and from about 30 percent by weight to about 80 percent by weight of toner resin particles of styrene copolymers, such as a styrene butadiene copolymer, a styrene n-butylmethacrylate copolymer, or polyesters, and wherein the carrier particles are comprised of ferrite cores, coated with various polymeric resinous compositions. There can also be included in the developer composition various additives such as collodial silica particles, and charge enhancing additives, and further conductive carbon black or insulating carbon black particles can be incorporated into the carrier polymeric resinous coating.",1990-02-27,E,RE33172,Process for magnetic image character recognition,1990
"A process for measuring a physical quantity with a random and pulse-like character, or which is transformable into pulse form is made of a measuring chain, which supplies a result relative to the quantity. An iterative mathematical simulation is carried out taking into account the random variable character of the measured phenomenon by distinguishing the behavior of the single, double, triple, etc. events in the electronic processor of the chain optimized for this purpose. During the simulation, a determination takes place of an approximate result relative to the quantity, and the simulation result is compared with the measured result. The present invention has particular utility in the measurement of the volume activity of nuclides or radioelements present in a circulating fluid, although other utilities are contemplated.",1993-11-16,A,5262947,Process for measuring a physical quantity having a random and pulse-like character,1993
"The present invention provides a process for inputting character strings which reduces the number of physical actions required by the user. In this process, the user is provided a rule or rules about which characters in a target character string are to be selected and corresponding mechanism or mechanisms are applied while searching a reference set of possible character strings to identify and present a subset of likely candidates. One illustrative rule is that the user is to select only the consonants in the target character string. One illustrative embodiment of the invention reduces the number of physical actions required by a user entering text into a device when using any of a plurality of input alternatives. A second illustrative embodiment of the invention reduces the number of physical actions required by a physically-disabled user entering text into a device using a virtual keyboard, scanning keyboard, or other assistive method for the purpose of standard text entry or communicative text or speech output.",2017-12-12,B1,9841873,Process for reducing the number of physical actions required while inputting character strings,2017
"Described is a fragrance diffusion evaluation apparatus for testing the diffusivity, odor character and odor intensity of a fragrance material and a process for using same. The apparatus includes one or two hollow cylinders, each having a test sample suspended therein, devices for passing air through the inside of each of the cylinders and exit ports in each of the cylinders for the air flow where the intensity and aroma character are measured as a function of time and as a function of temperature. The sample is weighed initially and at time intervals, while the air is flowing through each of the cylinders at a fixed or variable rate.",2000-04-18,A,6050129,"Process for testing diffusivity, odor character and odor intensity of a fragrance material and fragrance diffusion evaluation apparatus for carrying out such process",2000
"Process for dyeing or printing synthetic or artificial hydrophobic textile fibers in an aqueous medium with a 1:1 premetallized dyestuff complex of monocationic character of a transition metal, the cationic part of which dyestuff does not contain an ionized group (dyestuff (I)), in which the fibers are treated at a temperature at least equal to 80.degree. C. with a complexing agent (III), sparingly soluble in water and not containing an ionized group and more soluble in the fiber than in the aqueous dyeing medium of pH from 3 to 7, and with the premetallized dyestuff (I), the complexing agent being capable of fixation on the metal of the premetallized dyestuff with liberation of a proton, and synthetic or artificial hydrophobic textile fibers dyed or printed by such process.",1977-04-26,A,4019857,Process for the coloration of hydrophobic chemical fibers by metalliferous dyestuffs of cationic character,1977
"A process for preparing an aqueous ink-jet ink composition for MICR applications is provided comprising preparing a metal oxide pre-dispersion combined with an aqueous ink-jet ink composition, wherein the metal oxide pre-dispersion contains metal oxide pigment or particles of a very small particle size, about 0.5&mgr; or less, and exhibiting high remanence of at least 20 emu/g. The metal oxide particles may be coated with a hydrophilic coating, and the pre-dispersion may contain at least one surfactant to aid in the dispersion of the metal oxide particles. Special processing involving the use of conventional and non-conventional grinding techniques and various filtration techniques enhance the compatibility of the MICR ink-jet ink with the ink-jet equipment, resulting in superior ink life and print quality.",2004-07-27,B2,6767396,Process for the preparation of aqueous magnetic ink character recognition ink-jet ink compositions,2004
"A process for the production of photoresist relief structures possessing an overhang character comprising coating a substrate with a positive-working photoresist composition based on phenol/formaldehyde condensates of the novolak resin type and photosensitive o-quinonediazide compounds, imagewise overexposure of the photoresist layer at an energy exceeding that required to produce relief structures with a 90.degree. angle between the photoresist compound and the substrate, and treatment of the overexposed layer and substrate with a buffered, aqueous, alkaline developer containing 1-100 ppm of an oxyethylated alkylphenol as a non-ionic surfactant.",1987-03-10,A,4649101,Process for the production of photoresist relief structures having an overhang character using o-quinone diazide photoresist with overexposure,1987
"The process of the invention is directed to the synthesis of cationic type surfactant compounds consisting of natural basic-character amino acids, and any of their homologs, suitably modified for the purpose of obtaining products having specific applications as antimicrobial (biocidal) agents. The process comprises a first step of esterification of an amino acid, and a second step of the condensation of a fatty acid chloride with an esterified amino acid derivative. Nontoxic reaction media and catalysts are used, and a final product free from impurities is obtained. The cost of the process of the invention is reduced from prior art processes due to the use of cheaper starting materials and simpler equipment.",1998-07-14,A,5780658,Process for the synthesis of cationic surfactants comprising esterification with basic character amino acids,1998
"A method of optically printing conductive characters using charge transfer compounds is provided. The method is characterized by depositing an organic .pi. electron donor compound dissolved in a halogenated hydrocarbon (halocarbon) on a suitable substrate and selectively exposing the so coated substrate to actinic radiation to obtain a permanent, highly conductive, image.",1978-04-04,A,4082552,Process of optically printing highly conductive character utilizing a medium containing a halogenated hydrocarbon photoactivator and a tetrathiafulvalene or a related compound thereof,1978
"Certain linear alternating polymers of carbon monoxide and aliphatic .alpha.-olefin of 3 or more carbon atoms are characterized by a high degree of stereoregular character. Reduction of the degree of this stereoregular character, whether syndiotactic or isotactic, is achieved together with an increase in atactic character by contacting the stereoregular polymer with organic base at elevated temperature.",1991-05-28,A,5019645,Process of reducing stereoregular character of carbon monoxide/olefin copolymer with organic base,1991
"A stretcher for processing a film is described. In particular, stretcher receives a film, graps edge portions of the film, conveys the film in a machine direction, and moves the opposing edge portions along diverging; substantially parabolic paths to form a stretched film.",2021-02-09,B2,10913199,Processes and apparatus for making transversely drawn films with substantially uniaxial character,2021
"A process for stretching films is described. The process preferably stretches films in a uniaxial fashion. Preferably, optical films are stretched including multilayer optical films. Other aspects of the invention include a roll of stretched film and an apparatus for stretching films.",2005-07-12,B2,6916440,Processes and apparatus for making transversely drawn films with substantially uniaxial character,2005
"A process for stretching films is described. The process preferably stretches films in a uniaxial fashion. Preferably, optical films are stretched including multilayer optical films. Other aspects of the invention include a roll of stretched film and an apparatus for stretching films.",2005-09-06,B2,6939499,Processes and apparatus for making transversely drawn films with substantially uniaxial character,2005
"A stretcher for substantially uniaxially orienting a film includes a plurality of gripping members to hold opposing edge portions of the film, paths along which the gripping members travel to stretch the film in a stretching region, and a drive mechanism to convey the film and gripping members along a machine direction. At least a portion of the paths in the stretching region define diverging, curvilinear courses disposed in-plane. The paths are configured such that during the stretching an extent of uniaxial character, U, is between zero and unity and a minimum value of an extent of uniaxial character, U, is at least 0.70 over a final portion of the stretching after achieving a TDDR of 2.5. U is defined as U=(1/MDDR−1)/(TDDR1/2−1), wherein TDDR is greater than 4 at an end of the stretching region.",2010-06-22,B2,7740470,Processes and apparatus for making transversely drawn films with substantially uniaxial character,2010
"A roll of multilayer optical film is described. The roll includes a substantially uniaxially-oriented multilayer optical film, where at least one layer of the multilayer optical film has indices of refraction in a length direction and a thickness direction that are substantially the same, but substantially different from an index of refraction in a width direction.",2016-04-19,B2,9314961,Processes and apparatus for making transversely drawn films with substantially uniaxial character,2016
"Particular embodiments of a computing device receive an indication of a character encoding system and a combining-character sequence. The character encoding system may comprise one or more ranges of character elements. The combining-character sequence may comprise two or more character elements. The two or more character elements may comprise at least one base letter and one or more combining marks. A mapping code may be determined for the combining-character sequence. If no mapping code exists, a next-available mapping code may be determined, and the combining-character sequence may be stored in association with the next-available mapping code in a data store on the computing device. A corresponding glyph may be determined based on the mapping code—if no glyph exists, the glyph may be generated or retrieved from a server and stored in association with the mapping code in the data store. Information may be provided to display the glyph.",2018-11-20,B2,10134162,Processing combining-character sequences,2018
"Particular embodiments of a computing device receive an indication of a character encoding system and a combining-character sequence. The character encoding system may comprise one or more ranges of character elements. The combining-character sequence may comprise two or more character elements. The two or more character elements may comprise at least one base letter and one or more combining marks. A mapping code may be determined for the combining-character sequence. If no mapping code exists, a next-available mapping code may be determined, and the combining-character sequence may be stored in association with the next-available mapping code in a data store on the computing device. A corresponding glyph may be determined based on the mapping code—if no glyph exists, the glyph may be generated or retrieved from a server and stored in association with the mapping code in the data store. Information may be provided to display the glyph.",2016-09-06,B2,9437019,Processing combining-character sequences,2016
"Embodiments include a system configured to process location information for objects in a site comprising an imaging device configured to take a picture of an object, the picture containing a unique identifier of the object; a global positioning system (GPS) component associated with the imaging device and configured to tag the image of the object with GPS location information of the object to generate a tagged image; a communications interface configured to transmit the tagged image to a server computer remote from the imaging device over an Internet Protocol (IP) network; and a processor of the server configured to perform Optical Character Recognition (OCR) on the picture and to create an indicator code corresponding to the identifier of the object, wherein the processor is further configured to create a processed result containing the indicator code and the location to locate the object within the site.",2018-08-07,B2,10043154,Processing container images and identifiers using optical character recognition and geolocation,2018
"Embodiments include a system configured to process location information for objects in a site comprising an imaging device configured to take a picture of an object, the picture containing a unique identifier of the object; a global positioning system (GPS) component associated with the imaging device and configured to tag the image of the object with GPS location information of the object to generate a tagged image; a communications interface configured to transmit the tagged image to a server computer remote from the imaging device over an Internet Protocol (IP) network; and a processor of the server configured to perform Optical Character Recognition (OCR) on the picture and to create an indicator code corresponding to the identifier of the object, wherein the processor is further configured to create a processed result containing the indicator code and the location to locate the object within the site.",2015-11-03,B2,9177210,Processing container images and identifiers using optical character recognition and geolocation,2015
"Embodiments include a system configured to process location information for objects in a site comprising an imaging device configured to take a picture of an object, the picture containing a unique identifier of the object; a global positioning system (GPS) component associated with the imaging device and configured to tag the image of the object with GPS location information of the object to generate a tagged image; a communications interface configured to transmit the tagged image to a server computer remote from the imaging device over an Internet Protocol (IP) network; and a processor of the server configured to perform Optical Character Recognition (OCR) on the picture and to create an indicator code corresponding to the identifier of the object, wherein the processor is further configured to create a processed result containing the indicator code and the location to locate the object within the site.",2017-04-11,B2,9619725,Processing container images and identifiers using optical character recognition and geolocation,2017
"Embodiments of methods, systems, and storage medium associated with processing of digital images including character recognition are disclosed herein. In one instance, the method may include identifying at least some components of a plurality of characters included in a digital image of content, based at least in part on comparison of a vector representation of each component with predefined component shape patterns; and determining one or more characters from the identified components. The determining may be based at least in part on evaluating the identified components using predetermined combination rules that define the one or more characters based at least in part on relationships between the one or more components in the identified plurality of characters. Other embodiments may be described and/or claimed.",2015-12-08,B1,9208381,Processing digital images including character recognition using ontological  rules,2015
"Means is provided for use in an optical character recognition system to narrow the possible characters associated with a given unknown input character, primarily based upon subline information. This means also serves to add to the possibility set additional possible characters, and to determine point sizes for each character. In the event that the subline information provided is erroneous, the subline information is corrected.",1990-04-17,A,4918740,Processing means for use in an optical character recognition system,1990
"A processing method for character stroke and related device are provided. The method comprises: obtaining handwriting information of a first handwriting point and handwriting information of a second handwriting point in a character stroke, the handwriting information comprising coordinate information; determining a display effect related to the first handwriting point according to the handwriting information of the first handwriting point and the handwriting information of the second handwriting point; rendering the display effect related to the first handwriting point within a display range of the first handwriting point. The display manner of the character stroke can be enriched through above manner, thereby improving the user experience.",2021-07-20,B2,11069326,Processing method for character stroke and related device,2021
"A method of processing a bitstream of coded data of video sequences of progressive or interlaced pictures includes estimating motion vectors of groups of pixels. These groups of pixels belong to a top half-frame of the current picture in relation to pixels belonging to a bottom half-frame of a preceding picture. Motion vectors are also estimated for group of pixels of a bottom half-frame of the current picture in relation to pixels belonging to the top half-frame of the current picture. The processing calculates for each macroblock of a top half-frame and a bottom half-frame a respective top motion coefficient and a bottom motion coefficient depending on the estimation of the motion vectors of the top half-frame and the bottom half-frame. The current picture is recognized as an interlaced picture by a substantial equality of the distributions of values of the motion coefficients, or as a progressive picture by a substantial inequality of the distributions of values of the motion coefficients.",2005-06-07,B2,6904173,Processing of motion vector histograms for recognizing the interleaved or progressive character of pictures,2005
"A method and system for processing a user input character string entered by a user into a computer system that comprises a browser. The user input character string is received. The user input character string conforms to a native character set and encoding of the browser for a language selected by the user. The user input character string is converted to a converted character string consisting of characters of a Universal Character Set (UCS) which are independent of platform and language. Any leading and any trailing whitespace characters in the converted character string are removed. Following the removal of any leading and any trailing whitespace characters in the converted character string, any remaining whitespace characters of the converted character string are converted to a single value, resulting in the converted character string being a resultant character string.",2011-06-14,B2,7962849,Processing of user character inputs having whitespace,2011
"A processor for character strings A, B of variable length serves for the fast detection of match, mismatch and comparative difference conditions between them. The character strings, whose lengths are delimited by character string termination marks, are split into consecutive substrings with a byte count corresponding to the data path width, and processed to detect a match, a mismatch and an end-of-byte mark. Each substring is routed via operand registers (16,18) in parallel to an arithmetic unit (20), a logic unit (22) and a comparator unit (24) and simultaneously processed. The arithmetic unit (20) subtracts one substring from the other substring, the logic unit (22) compares both substrings with each other and the comparator unit (24) compares the bytes of both substrings with the contents of a marking register (26), previously set to the end-of-string mark. These operations are executed in one machine cycle. Output signals from the comparator unit serve to indicate the equality of both substrings, output signals from the logic unit serve to indicate the inequality of both substrings and a carry signal from the arithmetic unit serves at the same time to indicate which of the two substrings is the greater or the lesser.",1998-06-02,A,5761521,Processor for character strings of variable length,1998
"Wrinkles are produced by computing directional stress, whether compression or stretching, for each pixel within each face of the mesh representing the skin, and then perturbing a surface normal based on the computed stress at each pixel in that face of the mesh. Directional stress at a given frame in an animation is determined, in general, by comparing the current state of the mesh at that frame (called a “current pose”) to the original state of the mesh (called a “rest pose”). An artist specifies a wrinkle pattern by defining a texture that is mapped to the surface, using conventional techniques. A gradient texture is created from this wrinkle texture by computing the gradient at each pixel in the wrinkle texture. For each location in a face of the surface, the vector from the gradient texture is mapped to the corresponding face of the rest pose skin model and the current pose skin model, to produce two surface vectors. These two vectors are compared to provide an estimate of the surface stress at this location in the face. A wrinkle effect may be implemented using bump mapping, but the surface normal is perturbed differently for each location in the face of the mesh based on the skin stress estimated at that location. Other effects also may be created using the estimated stresses.",2012-07-10,B2,8217955,Producing wrinkles and other effects for a computer-generated character based on surface stress,2012
"A three-dimensional sign character is formed with improved circumscribing opaque metal sheet strip siding. The sign, typically having an interior light source, includes a translucent plastic face circumscribed by opaque sheet metal strip siding. The sheet metal strip siding includes a plastic strip bonded directly by gluing to a freshly abraded band on the sheet metal strip. Convolute folds are formed on either side of the sheet metal strip. One convolute fold is formed adjacent an edge of the plastic strip so as to extend angularly above and abut the plastic stripping to function as a light stop. The secured plastic strip serves as the bonding point to the translucent face of the sign. The sheet metal strip siding is particularly adaptable to continuous formation on a specialized rolling mill including the steps of preheating the strip, abrading a band on the strip, gluing over the abraded band, placing a plastic strip over the glue covered abraded band, working opposite edges of the strip with a rolling mill to produce convolute folds, registering the plastic strip to the convolute folds, and heating the strip to cure and bond the registered plastic strip to the abraded band on the sheet metal strip.",1978-06-27,A,4097632,Product for constructing three-dimensional sign character,1978
"A method of transmitting and receiving an electronic mail includes the steps of: transmitting the electronic mail from a sender terminal to a receiver terminal, and receiving the electronic mail at the receiver terminal. The transmitting step includes the steps of producing the electronic mail including character codes of characters constituting a mail document, at least one conversion program for converting the characters to be displayed in a dynamic manner and an address of the receiver terminal, and transmitting the electronic mail. The receiving step includes: receiving the electronic mail; from a font storage unit storing character patterns corresponding to character codes, reading out the character patterns corresponding to the character codes included in the electronic mail; spreading the read-out character patterns on a bit map memory to produce bit map fonts; converting the bit map fonts by using the received conversion program according to the passage of time; and displaying the converted bit map fonts on a display device.",2003-02-11,B1,6519630,Production of document data including dynamic character representation,2003
"A non-transitory computer readable medium includes a character input system including a first band-shaped key area displayed including the characters of character groups including representative characters lined up one by one. When a touch point is detected in this area, a second band-shaped key area is displayed including the characters of the group including the representative characters lined up at that detection position. When movement of a touch point from the first band-shaped key area to the second band-shaped key area is detected, a band-shaped candidate area is displayed including candidate character strings matching the characters in a line at that movement position. These areas are arranged in the width direction and with their orientations aligned. When the touch point disappears after moving from the second band-shaped key area to the band-shaped candidate area, the candidate character string displayed at that disappearance position is confirmed as the input character string.",2019-02-05,B2,10198179,"Program for character input system, character input device, and information processing device",2019
"A non-transitory computer readable medium including a plurality of character types classified into two groups, and for each group, a plurality of characters assigned to each of the character keys for each group, flick input-use definition information that correlates the assigned characters to the various directions of flick input operations registered for one group, and toggle input-use definition information that correlates the assigned characters to the display order of the toggle input operation registered for the other group. The character corresponding to the direction of flick input operation is determined on the basis of the flick input-use definition information pertaining to the character key being operated, and the determined character is displayed. When a toggle input operation is performed, an assigned character indicated by the toggle input-use definition information pertaining to the character key being operated is displayed by being switched in the defined order.",2019-07-02,B2,10338809,"Program for character input system, character input device, and information processing device",2019
"A program for pasting a predetermined image onto a character of a game in a game machine. The program enables a user to create an image consisting of two-dimensional coordinates and to arrange the image created. The program includes the ability to project the image onto a character, at arbitrary positions, in the vicinity of the character in a three-dimensional virtual space, and for pasting on the character a projected image created by projecting the image onto the character from the projection light source.",2009-02-03,B2,7485041,"Program for projecting an image onto a character in a game, game machine incorporating the program, and storage medium having the program stored thereon",2009
"A character reading method performed by a computer connected to an imaging unit includes repeating processing of recognizing the character included in one-frame image input latest in parallel to input of the moving image, performing matching of a recognition result obtained by every piece of recognition processing in units of characters along a time axis, fixing the recognition result appearing with an appearance ratio larger than a reference value previously decided in the recognition processing continuously performed at least predetermined times, and outputting the fixed recognition result.",2015-04-07,B2,9001393,"Program for reading characters, and character reader as well as method for reading characters",2015
"A character broadcasting receiving set is provided with: a receiving device for receiving a character signal transmitted from a broadcasting station; a decoding device for decoding the received character signal; and a displaying device, including a screen, for displaying one of character broadcasting programs including a menu program to select a desired program out of the character broadcasting programs, on the screen on the basis of the decoded character signal. The character broadcasting receiving set is also provided with: an inputting device for inputting and specifying, on the screen, a display position of a program number among characters in the displayed menu program; and a display controlling device for controlling the displaying device to display the character broadcasting program corresponding to the program number which display position is specified by the inputting device.",1994-12-13,A,5373324,Program selecting and character broadcasting receiving set,1994
"A program which can dynamically and realistically express an impact which a game character rendered by motion data receives is provided. In bullet ball-related processing (S114), determination is made about whether a bullet ball hits either one of node assigned balls. When the determination is affirmative, a torque at a hit point is calculated as an impact magnitude and the node assigned balls are disposed, through calculation of a rotation angle per frame, to nodes whose coordinate positions are corrected in metaball update processing (S120), density is calculated for each vertex of voxels from a reference position of each metaball towards the minimum direction and the maximum direction of a voxel index of the voxels according to a calculation equation expressing a solid shape in density distribution processing (S122), and vertex coordinates of polygons are calculated based upon density of each metaball at the vertex coordinates of the voxels and a predetermined threshold in marching cube processing (S124).",2006-09-12,B2,7104890,"Program, recording medium, game character rendering method, and game apparatus",2006
"A programmable character display module for the lighted display of changeable indicia, where the display can have particular use in a switch assembly.",1976-08-24,A,3976906,Programmable character display module,1976
"057244972 A fully programmable, graphics microprocessor is embodied in a removable external memory unit for connection with a host information processing system. In an exemplary embodiment, a video game system is described including a host video game system and a pluggable video game cartridge housing the graphics microprocessor. The game cartridge also includes a read-only program memory (ROM) and a random-access memory (RAM). The graphics coprocessor operates in conjunction with a three bus architecture embodied on the game cartridge. The graphics processor using this bus architecture may execute programs from either the program ROM, external RAM or its own internal cache RAM. The fully user programmable graphics coprocessor has an instruction set which is designed to efficiently implement arithmetic operations associated with 3-D graphics and, for example, includes special instructions executed by dedicated hardware for plotting individual pixels in the host video game system's character mapped display which, from the programmer's point of view, creates a ""virtual"" bit map by permitting the addressing of individual pixels--even though the host system is character based. The graphics coprocessor interacts with the host coprocessor such that the graphics coprocessor's 16 general registers are accessible to the host processor at all times.",1998-03-03,A,5724497,Programmable graphics processor having pixel to character conversion hardware for use in a video game system or the like,1998
"A control system comprises a control device comprising a programmable macro button, a memory containing view change settings, a driver program and a microprocessor. The driver program includes a view change output that is produced in response to actuation of the macro button and is based on the view change settings. The microprocessor is configured to move the orientation of the character view of the game environment from a beginning orientation to an ending orientation in response to the view change output. Also disclosed is a method of using a control system to move an orientation of a character view of a game environment in a video game.",2012-03-27,B2,8142286,Programmable movement of an orientation of a game character view of a game environment,2012
"An improved Optical Character Recognition System (OCRS) is taught using programmable logic devices to implement the mathematical algorithms that are used to make the black/white and related decisions. The programmable logic devices include, but are not limited to, Programmable Read Only Memories (PROMs), Erasable Read Only Memories (EPROMs), Electrically Erasable Programmable Read Only Memories (EEPROMs), and Field Progammable Logic Arrays (FPLAs).",1991-08-20,A,5042076,Programmable optical character recognition,1991
"An improved Optical Character Recognition System (OCRS) is taught using programmable logic devices to implement the mathematical algorithms that are used to make the black/white and related decisions. The programmable logic devices include, but are not limited to, Programmable Read Only Memories (PROMs), Erasable Read Only Memories (EPROMs), Electrically Erasable Programmable Read Only Memories (EEPROMs), and Field Programmable Logic Arrays (FPLAs).",1992-10-06,A,5153924,Programmable optical character recognition system,1992
A character programming method (10) whereby a synchronization character (17) can be determined in a determine encoding scheme operation (12) and a determine synchronization character operation (14). The synchronization character (17) can then be programmed into a synch character logic (26) of an integrated circuit (20) or a core (20) thereof. The synch character logic (26) can be programmed through a plurality of program pins (30) on the periphery of the integrated circuit (20) or by more sophisticated means such as by sending the programming from a sending integrated circuit (40) to a receiving integrated circuit (42) through a communications line (44).,1999-04-20,A,5896426,Programmable synchronization character,1999
"A video display control circuit, for an intelligent terminal, includes a large cost efficient Random-Access Memory (RAM). A portion of the RAM memory is utilized as a high speed character generator instead of employing a dedicated Read Only Memory (ROM). Novel timing and memory control circuits are provided which permit characters to be generated witout any delay or change of real character timing. The characters in RAM may be modified or changed which is not possible with dedicated Read Only Memories.",1986-06-17,A,4595996,"Programmable video display character control circuit using multi-purpose RAM for display attributes, character generator, and refresh memory",1986
"A method includes preparing respective proof reading tools for performing carpet proof reading and side-by-side proof reading of text data, recording a log of time to perform proof reading operations by using the first and second proof reading tools. The method further includes estimating, based on times stored in a log, times to perform proof reading of a character using 1) the first proof reading tool followed by using the second proof reading tool, and 2) the second proof reading tool. The method further includes determining for each character value, based on the estimated times, to use the first proof reading tool along with using the second proof reading tool or to use the second proof reading tool without using the first proof reading tool.",2015-02-10,B2,8953910,Proof reading of text data generated through optical character recognition,2015
"A system includes preparing respective proof reading tools for performing carpet proof reading and side-by-side proof reading of text data, recording a log of time to perform proof reading operations by using the first and second proof reading tools. The method further includes estimating, based on times stored in a log, times to perform proof reading of a character using 1) the first proof reading tool followed by using the second proof reading tool, and 2) the second proof reading tool. The method further includes determining for each character value, based on the estimated times, to use the first proof reading tool along with using the second proof reading tool and determining, or to use the second proof reading tool without using the first proof reading tool.",2015-03-03,B2,8971670,Proof reading of text data generated through optical character recognition,2015
"A print wheel, for use with a serial impact printer, carrying a plurality of character elements at the outer periphery of radially-extending spokes. The print wheel of the present invention is characterized by the location layout of the characters around the periphery of the print wheel to allow the use of proportional-spaced characters.",1976-04-13,A,3949853,Proportional-spaced character print wheel,1976
"A first module (10) sends a message comprising a plurality of data characters to a second module (20) provided, however, that upon sending an individual data character, the first module waits to receive an acknowledgement character from the second module before proceeding to send another data character.",1995-09-19,A,5452302,Protocol for asynchronous character communication,1995
"A technique supplies a high security password. The technique involves receiving, by processing circuitry, a series of randomly generated values from random number generator circuitry. The technique further involves deriving, by the processing circuitry, an initial character string from the series of randomly generated values, each character of the initial character string being an element of a first collection of characters which includes lowercase letters and numbers. The technique further involves providing, by the processing circuitry and as the high security password, a modified character string based on (i) the initial character string and (ii) inclusion of at least one element of a second collection of characters which is mutually exclusive of the first collection of characters.",2017-07-04,B1,9697351,"Providing a high security password from an initial character string of lowercase letter and numbers, and inclusion of one or more other characters",2017
"Provided are methods of dynamically and selectively providing audio and video feedbacks in response to a voice command. A method may include recognizing a voice command in a user speech received through a user device, generating at least one of audio data and video data by analyzing the voice command and associated context information, and selectively outputting the audio data and the video data through at least one of a display device and a speaker coupled to a user device based on the analysis result.",2020-07-28,B2,10726836,Providing audio and video feedback with character based on voice command,2020
"The disclosure provides an embroidery data group for each character of a predetermined font, the consequent set of embroidery data groups being for use by an embroidery machine for inclusion in an embroidery design. The embroidery data groups are provided in such a way that each data group is individually selectable by the embroidery machine.",2005-08-23,B2,6934599,Providing character data for use by an embroidery machine,2005
"A puppet (10) or other character representation includes an inner tube (11), an outer tube (12) and an extra tube (13) located within the inner tube (11). The upper ends of the inner and outer tubes (11 and 12) are connected by a sleeve (23) of simulation hair. A moulding (16) is secured to the outer tube (12) and has the appropriate facial characteristics including an opening (19) corresponding to the mouth of the character. The extra tube (13) has an upper edge which is connected to the part of the moulding (16) which provides the lower jaw of the character.",2000-10-24,A,6135847,Puppets and character representations,2000
"A character input device which allows the user to input characters in a virtual qwerty arrangement on a mobile information device or a palm-sized information terminal. A mobile telephone or the like having a ten-key board is equipped with an inclination sensor or an angular velocity sensor for allocating the same arrangement of the qwerty type keyboard, divided into a left, a central and a right section, to the ten-key board of the mobile telephone depending on whether the mobile telephone is inclined to the left or to the right, or at a normal position. For a personal computer user or the like who has already memorized actually or latently the qwerty arrangement, actions for moving the mobile telephone to the left or right or horizontally have special meanings. Such physical motions causes the user to retrieve the image of the qwerty type keyboard so that they can rapidly input characters. If already familiar with the qwerty arrangement, the user can immediately input characters, not seeing a display or keys of the mobile telephone, without special practice. A user who has learned the qwerty arrangement with the mobile telephone, which embodies the present invention, can rapidly input characters on a personal computer.",2004-05-04,B2,6731227,Qwerty type ten-key board based character input device,2004
